Fra;Til;KWH 60 Forbruk
22.09.2019 03:00;22.09.2019 04:00;1,267
22.09.2019 04:00;22.09.2019 05:00;0,65
22.09.2019 05:00;22.09.2019 06:00;0,334
22.09.2019 06:00;22.09.2019 07:00;0,548
22.09.2019 07:00;22.09.2019 08:00;0,408
22.09.2019 08:00;22.09.2019 09:00;0,732
22.09.2019 09:00;22.09.2019 10:00;0,852
22.09.2019 10:00;22.09.2019 11:00;1,39
22.09.2019 11:00;22.09.2019 12:00;1,232
22.09.2019 12:00;22.09.2019 13:00;1,665
22.09.2019 13:00;22.09.2019 14:00;0,446
22.09.2019 14:00;22.09.2019 15:00;0,41
22.09.2019 15:00;22.09.2019 16:00;0,603
22.09.2019 16:00;22.09.2019 17:00;0,288
22.09.2019 17:00;22.09.2019 18:00;0,533
22.09.2019 18:00;22.09.2019 19:00;0,816
22.09.2019 19:00;22.09.2019 20:00;0,963
22.09.2019 20:00;22.09.2019 21:00;1,898
22.09.2019 21:00;22.09.2019 22:00;0,888
22.09.2019 22:00;22.09.2019 23:00;0,631
22.09.2019 23:00;23.09.2019 00:00;0,512
23.09.2019 00:00;23.09.2019 01:00;0,399
23.09.2019 01:00;23.09.2019 02:00;0,521
23.09.2019 02:00;23.09.2019 03:00;0,3
23.09.2019 03:00;23.09.2019 04:00;0,633
23.09.2019 04:00;23.09.2019 05:00;1,134
