Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn)
Kise Pa Hedmark;SN12550;14.05.1973;2,3
Kise Pa Hedmark;SN12550;15.05.1973;1
Kise Pa Hedmark;SN12550;16.05.1973;-0,4
Kise Pa Hedmark;SN12550;17.05.1973;1,8
Kise Pa Hedmark;SN12550;18.05.1973;4,1
Kise Pa Hedmark;SN12550;19.05.1973;4,2
Kise Pa Hedmark;SN12550;20.05.1973;4,2
Kise Pa Hedmark;SN12550;21.05.1973;4
Kise Pa Hedmark;SN12550;22.05.1973;9
Kise Pa Hedmark;SN12550;23.05.1973;8,2
Kise Pa Hedmark;SN12550;24.05.1973;8,6
Kise Pa Hedmark;SN12550;25.05.1973;8,6
Kise Pa Hedmark;SN12550;26.05.1973;9,2
Kise Pa Hedmark;SN12550;27.05.1973;6,4
Kise Pa Hedmark;SN12550;28.05.1973;7,4
Kise Pa Hedmark;SN12550;29.05.1973;11
Kise Pa Hedmark;SN12550;30.05.1973;10,1
Kise Pa Hedmark;SN12550;31.05.1973;9,3
Kise Pa Hedmark;SN12550;01.06.1973;10,2
Kise Pa Hedmark;SN12550;02.06.1973;2,1
Kise Pa Hedmark;SN12550;03.06.1973;7,2
Kise Pa Hedmark;SN12550;04.06.1973;4,4
Kise Pa Hedmark;SN12550;05.06.1973;5,2
Kise Pa Hedmark;SN12550;06.06.1973;7,3
Kise Pa Hedmark;SN12550;07.06.1973;12
Kise Pa Hedmark;SN12550;08.06.1973;14
Kise Pa Hedmark;SN12550;09.06.1973;9
Kise Pa Hedmark;SN12550;10.06.1973;10,2
Kise Pa Hedmark;SN12550;11.06.1973;1,8
Kise Pa Hedmark;SN12550;12.06.1973;8
Kise Pa Hedmark;SN12550;13.06.1973;8,9
Kise Pa Hedmark;SN12550;14.06.1973;5,8
Kise Pa Hedmark;SN12550;15.06.1973;2,4
Kise Pa Hedmark;SN12550;16.06.1973;2,8
Kise Pa Hedmark;SN12550;17.06.1973;4
Kise Pa Hedmark;SN12550;18.06.1973;5,4
Kise Pa Hedmark;SN12550;19.06.1973;9
Kise Pa Hedmark;SN12550;20.06.1973;8,4
Kise Pa Hedmark;SN12550;21.06.1973;9,5
Kise Pa Hedmark;SN12550;22.06.1973;10,4
Kise Pa Hedmark;SN12550;23.06.1973;11,8
Kise Pa Hedmark;SN12550;24.06.1973;10
Kise Pa Hedmark;SN12550;25.06.1973;10,5
Kise Pa Hedmark;SN12550;26.06.1973;10,4
Kise Pa Hedmark;SN12550;27.06.1973;12,6
Kise Pa Hedmark;SN12550;28.06.1973;12,1
Kise Pa Hedmark;SN12550;29.06.1973;11,4
Kise Pa Hedmark;SN12550;30.06.1973;10,2
Kise Pa Hedmark;SN12550;01.07.1973;11,9
Kise Pa Hedmark;SN12550;01.01.1974;-4,9
Kise Pa Hedmark;SN12550;02.01.1974;-6,4
Kise Pa Hedmark;SN12550;03.01.1974;-10
Kise Pa Hedmark;SN12550;04.01.1974;-4,2
Kise Pa Hedmark;SN12550;05.01.1974;-0,6
Kise Pa Hedmark;SN12550;06.01.1974;-0,4
Kise Pa Hedmark;SN12550;07.01.1974;-0,6
Kise Pa Hedmark;SN12550;08.01.1974;-3,6
Kise Pa Hedmark;SN12550;09.01.1974;-2,3
Kise Pa Hedmark;SN12550;10.01.1974;-0,3
Kise Pa Hedmark;SN12550;11.01.1974;-2,6
Kise Pa Hedmark;SN12550;12.01.1974;-3,1
Kise Pa Hedmark;SN12550;13.01.1974;-1,5
Kise Pa Hedmark;SN12550;14.01.1974;-0,5
Kise Pa Hedmark;SN12550;15.01.1974;1
Kise Pa Hedmark;SN12550;16.01.1974;-5,3
Kise Pa Hedmark;SN12550;17.01.1974;-9,6
Kise Pa Hedmark;SN12550;18.01.1974;-10,8
Kise Pa Hedmark;SN12550;19.01.1974;-5,7
Kise Pa Hedmark;SN12550;20.01.1974;-8,2
Kise Pa Hedmark;SN12550;21.01.1974;-11,1
Kise Pa Hedmark;SN12550;22.01.1974;-11,1
Kise Pa Hedmark;SN12550;23.01.1974;-10,6
Kise Pa Hedmark;SN12550;24.01.1974;-6,9
Kise Pa Hedmark;SN12550;25.01.1974;-7,9
Kise Pa Hedmark;SN12550;26.01.1974;-4,3
Kise Pa Hedmark;SN12550;27.01.1974;-1,4
Kise Pa Hedmark;SN12550;28.01.1974;1
Kise Pa Hedmark;SN12550;29.01.1974;1
Kise Pa Hedmark;SN12550;30.01.1974;-6,2
Kise Pa Hedmark;SN12550;31.01.1974;-3,5
Kise Pa Hedmark;SN12550;01.02.1974;-5
Kise Pa Hedmark;SN12550;02.02.1974;-3,6
Kise Pa Hedmark;SN12550;03.02.1974;-0,2
Kise Pa Hedmark;SN12550;04.02.1974;-1,6
Kise Pa Hedmark;SN12550;05.02.1974;0,3
Kise Pa Hedmark;SN12550;06.02.1974;-1,4
Kise Pa Hedmark;SN12550;07.02.1974;-4,6
Kise Pa Hedmark;SN12550;08.02.1974;-6,9
Kise Pa Hedmark;SN12550;09.02.1974;-13,4
Kise Pa Hedmark;SN12550;10.02.1974;-8,9
Kise Pa Hedmark;SN12550;11.02.1974;-6,2
Kise Pa Hedmark;SN12550;12.02.1974;-1
Kise Pa Hedmark;SN12550;13.02.1974;1,6
Kise Pa Hedmark;SN12550;14.02.1974;-6,6
Kise Pa Hedmark;SN12550;15.02.1974;-1,3
Kise Pa Hedmark;SN12550;16.02.1974;0,4
Kise Pa Hedmark;SN12550;17.02.1974;-1,2
Kise Pa Hedmark;SN12550;18.02.1974;-4,5
Kise Pa Hedmark;SN12550;19.02.1974;-11
Kise Pa Hedmark;SN12550;20.02.1974;-10
Kise Pa Hedmark;SN12550;21.02.1974;-10,5
Kise Pa Hedmark;SN12550;22.02.1974;-3,8
Kise Pa Hedmark;SN12550;23.02.1974;-3,1
Kise Pa Hedmark;SN12550;24.02.1974;-8
Kise Pa Hedmark;SN12550;25.02.1974;-7,9
Kise Pa Hedmark;SN12550;26.02.1974;-5,4
Kise Pa Hedmark;SN12550;27.02.1974;-6,4
Kise Pa Hedmark;SN12550;28.02.1974;-2,8
Kise Pa Hedmark;SN12550;01.03.1974;-6,6
Kise Pa Hedmark;SN12550;02.03.1974;-7
Kise Pa Hedmark;SN12550;03.03.1974;-2
Kise Pa Hedmark;SN12550;04.03.1974;-2
Kise Pa Hedmark;SN12550;05.03.1974;-3,5
Kise Pa Hedmark;SN12550;06.03.1974;-1,7
Kise Pa Hedmark;SN12550;07.03.1974;-2
Kise Pa Hedmark;SN12550;08.03.1974;-5,2
Kise Pa Hedmark;SN12550;09.03.1974;-9
Kise Pa Hedmark;SN12550;10.03.1974;-12,5
Kise Pa Hedmark;SN12550;11.03.1974;-10
Kise Pa Hedmark;SN12550;12.03.1974;-10,1
Kise Pa Hedmark;SN12550;13.03.1974;-8,4
Kise Pa Hedmark;SN12550;14.03.1974;-9,8
Kise Pa Hedmark;SN12550;15.03.1974;-8,4
Kise Pa Hedmark;SN12550;16.03.1974;-7,5
Kise Pa Hedmark;SN12550;17.03.1974;-3
Kise Pa Hedmark;SN12550;18.03.1974;0,3
Kise Pa Hedmark;SN12550;19.03.1974;-0,6
Kise Pa Hedmark;SN12550;20.03.1974;-1,8
Kise Pa Hedmark;SN12550;21.03.1974;0,7
Kise Pa Hedmark;SN12550;22.03.1974;-2,9
Kise Pa Hedmark;SN12550;23.03.1974;-6,5
Kise Pa Hedmark;SN12550;24.03.1974;-6,9
Kise Pa Hedmark;SN12550;25.03.1974;-7,5
Kise Pa Hedmark;SN12550;26.03.1974;-5,7
Kise Pa Hedmark;SN12550;27.03.1974;-3,4
Kise Pa Hedmark;SN12550;28.03.1974;-1,9
Kise Pa Hedmark;SN12550;29.03.1974;-5,5
Kise Pa Hedmark;SN12550;30.03.1974;-5,4
Kise Pa Hedmark;SN12550;31.03.1974;-1,2
Kise Pa Hedmark;SN12550;01.04.1974;-2,3
Kise Pa Hedmark;SN12550;02.04.1974;-3,7
Kise Pa Hedmark;SN12550;03.04.1974;-1,8
Kise Pa Hedmark;SN12550;04.04.1974;-1,9
Kise Pa Hedmark;SN12550;05.04.1974;0
Kise Pa Hedmark;SN12550;06.04.1974;0,1
Kise Pa Hedmark;SN12550;07.04.1974;-0,4
Kise Pa Hedmark;SN12550;08.04.1974;-0,6
Kise Pa Hedmark;SN12550;09.04.1974;2
Kise Pa Hedmark;SN12550;10.04.1974;-2,6
Kise Pa Hedmark;SN12550;11.04.1974;-4,1
Kise Pa Hedmark;SN12550;12.04.1974;-7,6
Kise Pa Hedmark;SN12550;13.04.1974;-3,8
Kise Pa Hedmark;SN12550;14.04.1974;-2,3
Kise Pa Hedmark;SN12550;15.04.1974;0,3
Kise Pa Hedmark;SN12550;16.04.1974;3,2
Kise Pa Hedmark;SN12550;17.04.1974;1,1
Kise Pa Hedmark;SN12550;18.04.1974;0,6
Kise Pa Hedmark;SN12550;19.04.1974;-1,5
Kise Pa Hedmark;SN12550;20.04.1974;4,2
Kise Pa Hedmark;SN12550;21.04.1974;4,9
Kise Pa Hedmark;SN12550;22.04.1974;1,6
Kise Pa Hedmark;SN12550;23.04.1974;0,3
Kise Pa Hedmark;SN12550;24.04.1974;-0,8
Kise Pa Hedmark;SN12550;25.04.1974;1,1
Kise Pa Hedmark;SN12550;26.04.1974;2,9
Kise Pa Hedmark;SN12550;27.04.1974;4,2
Kise Pa Hedmark;SN12550;28.04.1974;-0,6
Kise Pa Hedmark;SN12550;29.04.1974;-0,6
Kise Pa Hedmark;SN12550;30.04.1974;4
Kise Pa Hedmark;SN12550;01.05.1974;2,5
Kise Pa Hedmark;SN12550;02.05.1974;0,3
Kise Pa Hedmark;SN12550;03.05.1974;4,9
Kise Pa Hedmark;SN12550;04.05.1974;-0,5
Kise Pa Hedmark;SN12550;05.05.1974;-2,7
Kise Pa Hedmark;SN12550;06.05.1974;-1,7
Kise Pa Hedmark;SN12550;07.05.1974;-0,6
Kise Pa Hedmark;SN12550;08.05.1974;1
Kise Pa Hedmark;SN12550;09.05.1974;1,5
Kise Pa Hedmark;SN12550;10.05.1974;1,7
Kise Pa Hedmark;SN12550;11.05.1974;1,6
Kise Pa Hedmark;SN12550;12.05.1974;3,1
Kise Pa Hedmark;SN12550;13.05.1974;3,6
Kise Pa Hedmark;SN12550;14.05.1974;0,3
Kise Pa Hedmark;SN12550;15.05.1974;1,2
Kise Pa Hedmark;SN12550;16.05.1974;5,3
Kise Pa Hedmark;SN12550;17.05.1974;6,4
Kise Pa Hedmark;SN12550;18.05.1974;5,4
Kise Pa Hedmark;SN12550;19.05.1974;7,3
Kise Pa Hedmark;SN12550;20.05.1974;7,5
Kise Pa Hedmark;SN12550;21.05.1974;7,2
Kise Pa Hedmark;SN12550;22.05.1974;7,9
Kise Pa Hedmark;SN12550;23.05.1974;8,2
Kise Pa Hedmark;SN12550;24.05.1974;7,6
Kise Pa Hedmark;SN12550;25.05.1974;7,5
Kise Pa Hedmark;SN12550;26.05.1974;8,5
Kise Pa Hedmark;SN12550;27.05.1974;0,5
Kise Pa Hedmark;SN12550;28.05.1974;0,6
Kise Pa Hedmark;SN12550;29.05.1974;0,9
Kise Pa Hedmark;SN12550;30.05.1974;4,9
Kise Pa Hedmark;SN12550;31.05.1974;0,6
Kise Pa Hedmark;SN12550;01.06.1974;3,2
Kise Pa Hedmark;SN12550;02.06.1974;4,6
Kise Pa Hedmark;SN12550;03.06.1974;4,8
Kise Pa Hedmark;SN12550;04.06.1974;6
Kise Pa Hedmark;SN12550;05.06.1974;3,4
Kise Pa Hedmark;SN12550;06.06.1974;6,7
Kise Pa Hedmark;SN12550;07.06.1974;7,5
Kise Pa Hedmark;SN12550;08.06.1974;6,6
Kise Pa Hedmark;SN12550;09.06.1974;4,1
Kise Pa Hedmark;SN12550;10.06.1974;3,1
Kise Pa Hedmark;SN12550;11.06.1974;3,8
Kise Pa Hedmark;SN12550;12.06.1974;4,5
Kise Pa Hedmark;SN12550;13.06.1974;8,3
Kise Pa Hedmark;SN12550;14.06.1974;8,2
Kise Pa Hedmark;SN12550;15.06.1974;9,4
Kise Pa Hedmark;SN12550;16.06.1974;11
Kise Pa Hedmark;SN12550;17.06.1974;11
Kise Pa Hedmark;SN12550;18.06.1974;13,5
Kise Pa Hedmark;SN12550;19.06.1974;8,4
Kise Pa Hedmark;SN12550;20.06.1974;12,6
Kise Pa Hedmark;SN12550;21.06.1974;12,8
Kise Pa Hedmark;SN12550;22.06.1974;13
Kise Pa Hedmark;SN12550;23.06.1974;11,1
Kise Pa Hedmark;SN12550;24.06.1974;6,7
Kise Pa Hedmark;SN12550;25.06.1974;11
Kise Pa Hedmark;SN12550;26.06.1974;7,5
Kise Pa Hedmark;SN12550;27.06.1974;6,5
Kise Pa Hedmark;SN12550;28.06.1974;4
Kise Pa Hedmark;SN12550;29.06.1974;6,5
Kise Pa Hedmark;SN12550;30.06.1974;7,5
Kise Pa Hedmark;SN12550;01.07.1974;11,2
Kise Pa Hedmark;SN12550;01.01.1975;-8,3
Kise Pa Hedmark;SN12550;02.01.1975;-8,5
Kise Pa Hedmark;SN12550;03.01.1975;-3,2
Kise Pa Hedmark;SN12550;04.01.1975;-0,7
Kise Pa Hedmark;SN12550;05.01.1975;-2,9
Kise Pa Hedmark;SN12550;06.01.1975;-2,4
Kise Pa Hedmark;SN12550;07.01.1975;-8,6
Kise Pa Hedmark;SN12550;08.01.1975;-11
Kise Pa Hedmark;SN12550;09.01.1975;-12,1
Kise Pa Hedmark;SN12550;10.01.1975;-5,7
Kise Pa Hedmark;SN12550;11.01.1975;-10,4
Kise Pa Hedmark;SN12550;12.01.1975;-5,9
Kise Pa Hedmark;SN12550;13.01.1975;-4,8
Kise Pa Hedmark;SN12550;14.01.1975;-1,5
Kise Pa Hedmark;SN12550;15.01.1975;3,8
Kise Pa Hedmark;SN12550;16.01.1975;0,7
Kise Pa Hedmark;SN12550;17.01.1975;-6,5
Kise Pa Hedmark;SN12550;18.01.1975;-7
Kise Pa Hedmark;SN12550;19.01.1975;-7,6
Kise Pa Hedmark;SN12550;20.01.1975;-12,4
Kise Pa Hedmark;SN12550;21.01.1975;-4,2
Kise Pa Hedmark;SN12550;22.01.1975;-3,6
Kise Pa Hedmark;SN12550;23.01.1975;-0,1
Kise Pa Hedmark;SN12550;24.01.1975;-0,1
Kise Pa Hedmark;SN12550;25.01.1975;-6,7
Kise Pa Hedmark;SN12550;26.01.1975;-7
Kise Pa Hedmark;SN12550;27.01.1975;-9,9
Kise Pa Hedmark;SN12550;28.01.1975;-4,1
Kise Pa Hedmark;SN12550;29.01.1975;-0,4
Kise Pa Hedmark;SN12550;30.01.1975;-1,7
Kise Pa Hedmark;SN12550;31.01.1975;-0,3
Kise Pa Hedmark;SN12550;01.02.1975;-3,8
Kise Pa Hedmark;SN12550;02.02.1975;-7,2
Kise Pa Hedmark;SN12550;03.02.1975;-6
Kise Pa Hedmark;SN12550;04.02.1975;-5
Kise Pa Hedmark;SN12550;05.02.1975;-9,9
Kise Pa Hedmark;SN12550;06.02.1975;-9
Kise Pa Hedmark;SN12550;07.02.1975;-8,5
Kise Pa Hedmark;SN12550;08.02.1975;-13,4
Kise Pa Hedmark;SN12550;09.02.1975;-13,4
Kise Pa Hedmark;SN12550;10.02.1975;-11,3
Kise Pa Hedmark;SN12550;11.02.1975;-11,5
Kise Pa Hedmark;SN12550;12.02.1975;-12,2
Kise Pa Hedmark;SN12550;13.02.1975;-12,2
Kise Pa Hedmark;SN12550;14.02.1975;-15,2
Kise Pa Hedmark;SN12550;15.02.1975;-19,4
Kise Pa Hedmark;SN12550;16.02.1975;-17,7
Kise Pa Hedmark;SN12550;17.02.1975;-16
Kise Pa Hedmark;SN12550;18.02.1975;-10,1
Kise Pa Hedmark;SN12550;19.02.1975;-11
Kise Pa Hedmark;SN12550;20.02.1975;-10,9
Kise Pa Hedmark;SN12550;21.02.1975;-10
Kise Pa Hedmark;SN12550;22.02.1975;-4,7
Kise Pa Hedmark;SN12550;23.02.1975;-8,9
Kise Pa Hedmark;SN12550;24.02.1975;-13
Kise Pa Hedmark;SN12550;25.02.1975;-11,3
Kise Pa Hedmark;SN12550;26.02.1975;-12,4
Kise Pa Hedmark;SN12550;27.02.1975;-16,4
Kise Pa Hedmark;SN12550;28.02.1975;-11,1
Kise Pa Hedmark;SN12550;01.03.1975;-4,3
Kise Pa Hedmark;SN12550;02.03.1975;-9,6
Kise Pa Hedmark;SN12550;03.03.1975;-2,2
Kise Pa Hedmark;SN12550;04.03.1975;-1,7
Kise Pa Hedmark;SN12550;05.03.1975;0
Kise Pa Hedmark;SN12550;06.03.1975;-1,7
Kise Pa Hedmark;SN12550;07.03.1975;-1,6
Kise Pa Hedmark;SN12550;08.03.1975;0,5
Kise Pa Hedmark;SN12550;09.03.1975;-2
Kise Pa Hedmark;SN12550;10.03.1975;-3,4
Kise Pa Hedmark;SN12550;11.03.1975;-5,9
Kise Pa Hedmark;SN12550;12.03.1975;-8,7
Kise Pa Hedmark;SN12550;13.03.1975;-8,9
Kise Pa Hedmark;SN12550;14.03.1975;-10,1
Kise Pa Hedmark;SN12550;15.03.1975;-10,1
Kise Pa Hedmark;SN12550;16.03.1975;-6,7
Kise Pa Hedmark;SN12550;17.03.1975;-9,2
Kise Pa Hedmark;SN12550;18.03.1975;-6,6
Kise Pa Hedmark;SN12550;19.03.1975;-6,2
Kise Pa Hedmark;SN12550;20.03.1975;-5
Kise Pa Hedmark;SN12550;21.03.1975;-9
Kise Pa Hedmark;SN12550;22.03.1975;-11
Kise Pa Hedmark;SN12550;23.03.1975;-9,7
Kise Pa Hedmark;SN12550;24.03.1975;-2,2
Kise Pa Hedmark;SN12550;25.03.1975;-0,5
Kise Pa Hedmark;SN12550;26.03.1975;-3,5
Kise Pa Hedmark;SN12550;27.03.1975;-2,1
Kise Pa Hedmark;SN12550;28.03.1975;-3
Kise Pa Hedmark;SN12550;29.03.1975;-5,5
Kise Pa Hedmark;SN12550;30.03.1975;-4,8
Kise Pa Hedmark;SN12550;31.03.1975;-10,2
Kise Pa Hedmark;SN12550;01.04.1975;-7
Kise Pa Hedmark;SN12550;02.04.1975;-4,4
Kise Pa Hedmark;SN12550;03.04.1975;-5,2
Kise Pa Hedmark;SN12550;04.04.1975;-4,7
Kise Pa Hedmark;SN12550;05.04.1975;-7,2
Kise Pa Hedmark;SN12550;06.04.1975;-7,3
Kise Pa Hedmark;SN12550;07.04.1975;-7,4
Kise Pa Hedmark;SN12550;08.04.1975;-2,3
Kise Pa Hedmark;SN12550;09.04.1975;0
Kise Pa Hedmark;SN12550;10.04.1975;-3,9
Kise Pa Hedmark;SN12550;11.04.1975;-8
Kise Pa Hedmark;SN12550;12.04.1975;-3,5
Kise Pa Hedmark;SN12550;13.04.1975;-2,5
Kise Pa Hedmark;SN12550;14.04.1975;-6
Kise Pa Hedmark;SN12550;15.04.1975;-2,7
Kise Pa Hedmark;SN12550;16.04.1975;-0,5
Kise Pa Hedmark;SN12550;17.04.1975;-3,9
Kise Pa Hedmark;SN12550;18.04.1975;-3,7
Kise Pa Hedmark;SN12550;19.04.1975;-2,1
Kise Pa Hedmark;SN12550;20.04.1975;-2,6
Kise Pa Hedmark;SN12550;21.04.1975;0,2
Kise Pa Hedmark;SN12550;22.04.1975;2,4
Kise Pa Hedmark;SN12550;23.04.1975;-0,4
Kise Pa Hedmark;SN12550;24.04.1975;3,8
Kise Pa Hedmark;SN12550;25.04.1975;0
Kise Pa Hedmark;SN12550;26.04.1975;0,2
Kise Pa Hedmark;SN12550;27.04.1975;2,6
Kise Pa Hedmark;SN12550;28.04.1975;0,5
Kise Pa Hedmark;SN12550;29.04.1975;-0,6
Kise Pa Hedmark;SN12550;30.04.1975;1
Kise Pa Hedmark;SN12550;01.05.1975;1,3
Kise Pa Hedmark;SN12550;02.05.1975;0,5
Kise Pa Hedmark;SN12550;03.05.1975;0,4
Kise Pa Hedmark;SN12550;04.05.1975;-1
Kise Pa Hedmark;SN12550;05.05.1975;0,4
Kise Pa Hedmark;SN12550;06.05.1975;2,2
Kise Pa Hedmark;SN12550;07.05.1975;5,2
Kise Pa Hedmark;SN12550;08.05.1975;3
Kise Pa Hedmark;SN12550;09.05.1975;5,2
Kise Pa Hedmark;SN12550;10.05.1975;5,6
Kise Pa Hedmark;SN12550;11.05.1975;6
Kise Pa Hedmark;SN12550;12.05.1975;5,9
Kise Pa Hedmark;SN12550;13.05.1975;1
Kise Pa Hedmark;SN12550;14.05.1975;5,8
Kise Pa Hedmark;SN12550;15.05.1975;5,6
Kise Pa Hedmark;SN12550;16.05.1975;5
Kise Pa Hedmark;SN12550;17.05.1975;4,3
Kise Pa Hedmark;SN12550;18.05.1975;3,8
Kise Pa Hedmark;SN12550;19.05.1975;7
Kise Pa Hedmark;SN12550;20.05.1975;5,7
Kise Pa Hedmark;SN12550;21.05.1975;5,7
Kise Pa Hedmark;SN12550;22.05.1975;7,7
Kise Pa Hedmark;SN12550;23.05.1975;6,1
Kise Pa Hedmark;SN12550;24.05.1975;6,4
Kise Pa Hedmark;SN12550;25.05.1975;3,1
Kise Pa Hedmark;SN12550;26.05.1975;4,6
Kise Pa Hedmark;SN12550;27.05.1975;5,4
Kise Pa Hedmark;SN12550;28.05.1975;9,8
Kise Pa Hedmark;SN12550;29.05.1975;3,5
Kise Pa Hedmark;SN12550;30.05.1975;-1,8
Kise Pa Hedmark;SN12550;31.05.1975;2,1
Kise Pa Hedmark;SN12550;01.06.1975;0,5
Kise Pa Hedmark;SN12550;02.06.1975;2,6
Kise Pa Hedmark;SN12550;03.06.1975;4,9
Kise Pa Hedmark;SN12550;04.06.1975;6,2
Kise Pa Hedmark;SN12550;05.06.1975;4,2
Kise Pa Hedmark;SN12550;06.06.1975;3
Kise Pa Hedmark;SN12550;07.06.1975;4,4
Kise Pa Hedmark;SN12550;08.06.1975;9,3
Kise Pa Hedmark;SN12550;09.06.1975;12,3
Kise Pa Hedmark;SN12550;10.06.1975;12
Kise Pa Hedmark;SN12550;11.06.1975;10,2
Kise Pa Hedmark;SN12550;12.06.1975;13
Kise Pa Hedmark;SN12550;13.06.1975;9
Kise Pa Hedmark;SN12550;14.06.1975;3,9
Kise Pa Hedmark;SN12550;15.06.1975;7
Kise Pa Hedmark;SN12550;16.06.1975;4
Kise Pa Hedmark;SN12550;17.06.1975;5
Kise Pa Hedmark;SN12550;18.06.1975;5,3
Kise Pa Hedmark;SN12550;19.06.1975;10,8
Kise Pa Hedmark;SN12550;20.06.1975;11,4
Kise Pa Hedmark;SN12550;21.06.1975;9,1
Kise Pa Hedmark;SN12550;22.06.1975;8,5
Kise Pa Hedmark;SN12550;23.06.1975;12,7
Kise Pa Hedmark;SN12550;24.06.1975;11,5
Kise Pa Hedmark;SN12550;25.06.1975;6,2
Kise Pa Hedmark;SN12550;26.06.1975;7
Kise Pa Hedmark;SN12550;27.06.1975;7
Kise Pa Hedmark;SN12550;28.06.1975;6,1
Kise Pa Hedmark;SN12550;29.06.1975;5
Kise Pa Hedmark;SN12550;30.06.1975;6,5
Kise Pa Hedmark;SN12550;01.07.1975;8,6
Kise Pa Hedmark;SN12550;01.01.1976;-4,5
Kise Pa Hedmark;SN12550;02.01.1976;-10,4
Kise Pa Hedmark;SN12550;03.01.1976;-9,9
Kise Pa Hedmark;SN12550;04.01.1976;-9,1
Kise Pa Hedmark;SN12550;05.01.1976;-9,2
Kise Pa Hedmark;SN12550;06.01.1976;-13,5
Kise Pa Hedmark;SN12550;07.01.1976;-17
Kise Pa Hedmark;SN12550;08.01.1976;-12,4
Kise Pa Hedmark;SN12550;09.01.1976;-2,7
Kise Pa Hedmark;SN12550;10.01.1976;-12,5
Kise Pa Hedmark;SN12550;11.01.1976;-9,9
Kise Pa Hedmark;SN12550;12.01.1976;-10,5
Kise Pa Hedmark;SN12550;13.01.1976;-11
Kise Pa Hedmark;SN12550;14.01.1976;-7,5
Kise Pa Hedmark;SN12550;15.01.1976;-17,3
Kise Pa Hedmark;SN12550;16.01.1976;-17,6
Kise Pa Hedmark;SN12550;17.01.1976;-15,6
Kise Pa Hedmark;SN12550;18.01.1976;-9
Kise Pa Hedmark;SN12550;19.01.1976;-7,1
Kise Pa Hedmark;SN12550;20.01.1976;-5,6
Kise Pa Hedmark;SN12550;21.01.1976;-7,6
Kise Pa Hedmark;SN12550;22.01.1976;-11
Kise Pa Hedmark;SN12550;23.01.1976;-13,1
Kise Pa Hedmark;SN12550;24.01.1976;-18,6
Kise Pa Hedmark;SN12550;25.01.1976;-13,9
Kise Pa Hedmark;SN12550;26.01.1976;-9,4
Kise Pa Hedmark;SN12550;27.01.1976;-12,4
Kise Pa Hedmark;SN12550;28.01.1976;-13,7
Kise Pa Hedmark;SN12550;29.01.1976;-15,8
Kise Pa Hedmark;SN12550;30.01.1976;-20,3
Kise Pa Hedmark;SN12550;31.01.1976;-18,5
Kise Pa Hedmark;SN12550;01.02.1976;-12,1
Kise Pa Hedmark;SN12550;02.02.1976;-13,4
Kise Pa Hedmark;SN12550;03.02.1976;-16
Kise Pa Hedmark;SN12550;04.02.1976;-14,5
Kise Pa Hedmark;SN12550;05.02.1976;-13
Kise Pa Hedmark;SN12550;06.02.1976;-15,4
Kise Pa Hedmark;SN12550;07.02.1976;-17,5
Kise Pa Hedmark;SN12550;08.02.1976;-9,1
Kise Pa Hedmark;SN12550;09.02.1976;-8,9
Kise Pa Hedmark;SN12550;10.02.1976;-7,2
Kise Pa Hedmark;SN12550;11.02.1976;-7,3
Kise Pa Hedmark;SN12550;12.02.1976;-3,7
Kise Pa Hedmark;SN12550;13.02.1976;-6,8
Kise Pa Hedmark;SN12550;14.02.1976;-7,2
Kise Pa Hedmark;SN12550;15.02.1976;-10,2
Kise Pa Hedmark;SN12550;16.02.1976;-13,1
Kise Pa Hedmark;SN12550;17.02.1976;-14,1
Kise Pa Hedmark;SN12550;18.02.1976;-9
Kise Pa Hedmark;SN12550;19.02.1976;-6
Kise Pa Hedmark;SN12550;20.02.1976;-7,3
Kise Pa Hedmark;SN12550;21.02.1976;-6,1
Kise Pa Hedmark;SN12550;22.02.1976;-5,6
Kise Pa Hedmark;SN12550;23.02.1976;-2,7
Kise Pa Hedmark;SN12550;24.02.1976;-5
Kise Pa Hedmark;SN12550;25.02.1976;-0,3
Kise Pa Hedmark;SN12550;26.02.1976;2,3
Kise Pa Hedmark;SN12550;27.02.1976;-0,7
Kise Pa Hedmark;SN12550;28.02.1976;-5,2
Kise Pa Hedmark;SN12550;29.02.1976;-2,8
Kise Pa Hedmark;SN12550;01.03.1976;-1,8
Kise Pa Hedmark;SN12550;02.03.1976;-1
Kise Pa Hedmark;SN12550;03.03.1976;-6,5
Kise Pa Hedmark;SN12550;04.03.1976;-8,6
Kise Pa Hedmark;SN12550;05.03.1976;-9,1
Kise Pa Hedmark;SN12550;06.03.1976;-4,9
Kise Pa Hedmark;SN12550;07.03.1976;-9,1
Kise Pa Hedmark;SN12550;08.03.1976;-4,1
Kise Pa Hedmark;SN12550;09.03.1976;-9
Kise Pa Hedmark;SN12550;10.03.1976;-12
Kise Pa Hedmark;SN12550;11.03.1976;-6,6
Kise Pa Hedmark;SN12550;12.03.1976;-6,5
Kise Pa Hedmark;SN12550;13.03.1976;-13,5
Kise Pa Hedmark;SN12550;14.03.1976;-19,8
Kise Pa Hedmark;SN12550;15.03.1976;-21
Kise Pa Hedmark;SN12550;16.03.1976;-20,2
Kise Pa Hedmark;SN12550;17.03.1976;-13
Kise Pa Hedmark;SN12550;18.03.1976;-8,2
Kise Pa Hedmark;SN12550;19.03.1976;-8,7
Kise Pa Hedmark;SN12550;20.03.1976;-10,5
Kise Pa Hedmark;SN12550;21.03.1976;-10,2
